#AE-772-1
#Oxygen (µmol/L)
Time	dt (s)	C2	E2	G2	
23-04-2026 14:17:04,673	2630.714	94.249718	112.382141	132.336884
23-04-2026 14:17:07,979	2634.020	94.533470	112.614815	132.664719
23-04-2026 14:17:11,181	2637.223	94.684639	112.781403	132.760559
23-04-2026 14:17:14,386	2640.428	94.889618	113.070892	133.007355
23-04-2026 14:17:17,595	2643.637	95.059387	113.215996	133.296097
23-04-2026 14:17:20,902	2646.943	95.238510	113.394905	133.599426
23-04-2026 14:17:24,208	2650.250	95.364128	113.551765	133.806763
23-04-2026 14:17:27,514	2653.556	95.489952	113.821281	133.972931
23-04-2026 14:17:30,816	2656.858	95.652016	114.102875	134.069992
23-04-2026 14:17:34,019	2660.061	95.814423	114.215782	134.459152
23-04-2026 14:17:37,220	2663.261	95.913902	114.374115	134.598511
23-04-2026 14:17:40,524	2666.565	96.104050	114.668831	134.835815
23-04-2026 14:17:43,833	2669.874	96.303787	114.702904	135.045685
23-04-2026 14:17:47,134	2673.176	96.504044	114.964546	135.213867
23-04-2026 14:17:50,438	2676.480	96.659142	115.215515	135.466705
23-04-2026 14:17:53,741	2679.782	96.805382	115.352707	135.649673
23-04-2026 14:17:56,944	2682.985	96.887802	115.593330	135.818878
23-04-2026 14:18:00,152	2686.193	97.071190	115.685127	135.931793
23-04-2026 14:18:03,456	2689.498	97.227440	115.938126	136.441574
23-04-2026 14:18:06,762	2692.804	97.430077	116.053375	136.470001
23-04-2026 14:18:10,065	2696.106	97.503883	116.330521	136.626266
23-04-2026 14:18:13,371	2699.412	97.707298	116.411545	136.996689
23-04-2026 14:18:16,574	2702.616	97.892624	116.794373	137.253891
23-04-2026 14:18:19,775	2705.816	98.050491	117.097168	137.540421
23-04-2026 14:18:22,984	2709.025	98.292603	117.248924	137.712708
23-04-2026 14:18:26,292	2712.333	98.441940	117.365852	137.899689
23-04-2026 14:18:29,470	2715.512	98.685257	117.541473	138.130249
23-04-2026 14:18:32,308	2718.350	98.807182	117.670517	138.419205
23-04-2026 14:18:35,316	2721.358	98.976326	117.940910	138.607452
23-04-2026 14:18:38,518	2724.560	99.155258	118.129448	138.926758
23-04-2026 14:18:41,723	2727.765	99.344017	118.259300	139.072250
23-04-2026 14:18:45,026	2731.068	99.533279	118.472221	139.407593
23-04-2026 14:18:48,335	2734.376	99.666016	118.626289	139.641479
23-04-2026 14:18:51,637	2737.678	99.817970	118.863815	139.890549
23-04-2026 14:18:54,941	2740.982	100.036934	119.090073	140.140228
23-04-2026 14:18:58,145	2744.187	100.151405	119.304878	140.052017
23-04-2026 14:19:01,353	2747.395	100.380859	119.352669	140.257919
23-04-2026 14:19:04,656	2750.698	100.563004	119.580093	140.582275
23-04-2026 14:19:07,960	2754.002	100.649422	119.772072	140.715240
23-04-2026 14:19:11,265	2757.306	100.774376	119.952370	141.174530
23-04-2026 14:19:14,568	2760.609	100.957390	120.072769	141.189423
23-04-2026 14:19:17,771	2763.813	101.150475	120.169212	141.501709
23-04-2026 14:19:20,976	2767.017	101.295624	120.410736	141.606018
23-04-2026 14:19:24,286	2770.328	101.586655	120.713531	141.680542
23-04-2026 14:19:27,591	2773.632	101.654739	120.798508	141.904526
23-04-2026 14:19:30,897	2776.938	101.869011	120.932182	142.173981
23-04-2026 14:19:34,201	2780.242	102.064354	121.212265	142.308929
23-04-2026 14:19:37,407	2783.448	102.220917	121.285439	142.594421
23-04-2026 14:19:40,610	2786.651	102.397415	121.493195	142.820312
23-04-2026 14:19:43,917	2789.958	102.544830	121.664597	143.213028
23-04-2026 14:19:47,221	2793.263	102.643227	121.873192	143.394775
23-04-2026 14:19:50,526	2796.567	102.840355	121.971497	143.470566
23-04-2026 14:19:53,829	2799.871	103.028137	122.316383	143.789566
23-04-2026 14:19:57,136	2803.177	103.236160	122.353416	143.728745
23-04-2026 14:20:00,338	2806.380	103.504395	122.687340	144.185776
23-04-2026 14:20:03,644	2809.686	103.663750	122.774094	144.353867
23-04-2026 14:20:06,950	2812.992	103.733574	123.146843	144.583450
23-04-2026 14:20:10,259	2816.301	103.843384	123.321274	144.798218
23-04-2026 14:20:13,562	2819.604	103.983406	123.546013	145.090317
23-04-2026 14:20:16,865	2822.906	104.213959	123.696144	145.444946
23-04-2026 14:20:20,068	2826.109	104.294289	123.808922	145.614990
23-04-2026 14:20:23,274	2829.315	104.424988	124.085091	145.738800
23-04-2026 14:20:26,580	2832.622	104.606300	124.248688	145.986847
23-04-2026 14:20:29,883	2835.925	104.767830	124.564041	146.111099
23-04-2026 14:20:33,186	2839.227	104.970184	124.728470	146.282104
23-04-2026 14:20:36,497	2842.538	105.112122	124.969208	146.625015
23-04-2026 14:20:39,701	2845.742	105.335632	125.223335	146.656265
23-04-2026 14:20:42,904	2848.946	105.376335	125.452599	147.047318
23-04-2026 14:20:46,207	2852.249	105.529152	125.541893	147.172729
23-04-2026 14:20:49,512	2855.553	105.661850	125.771927	147.408340
23-04-2026 14:20:52,819	2858.860	105.794724	126.130836	147.660156
23-04-2026 14:20:56,123	2862.164	105.989326	126.169380	147.959930
23-04-2026 14:20:59,324	2865.366	106.256355	126.516876	148.212997
23-04-2026 14:21:02,529	2868.570	106.431412	126.542702	148.276398
23-04-2026 14:21:05,834	2871.876	106.575859	126.723427	148.577820
23-04-2026 14:21:09,139	2875.181	106.782616	126.878578	148.593689
23-04-2026 14:21:12,442	2878.483	106.886192	127.085876	148.911957
23-04-2026 14:21:15,748	2881.789	107.062553	127.306595	149.167191
23-04-2026 14:21:19,049	2885.091	107.166481	127.658134	149.310989
23-04-2026 14:21:22,256	2888.298	107.437294	127.775642	149.791779
23-04-2026 14:21:25,564	2891.606	107.604355	127.958649	150.597610
23-04-2026 14:21:28,864	2894.905	107.792725	128.037216	150.694717
23-04-2026 14:21:32,171	2898.212	107.950012	128.299469	150.791916
23-04-2026 14:21:35,477	2901.518	108.191734	128.457138	151.083923
23-04-2026 14:21:38,685	2904.726	108.381409	128.681015	151.230225
23-04-2026 14:21:41,885	2907.927	108.592621	128.786514	151.490753
23-04-2026 14:21:45,096	2911.138	108.836220	129.103699	151.735535
23-04-2026 14:21:48,403	2914.445	108.878609	129.222931	151.800919
23-04-2026 14:21:51,712	2917.754	109.080467	129.528229	152.013626
23-04-2026 14:21:55,017	2921.059	109.282768	129.514923	152.325226
23-04-2026 14:21:58,323	2924.364	109.528320	129.861160	152.440231
23-04-2026 14:22:01,526	2927.567	109.592484	130.101562	152.621201
23-04-2026 14:22:04,731	2930.772	109.849617	130.329163	152.670624
23-04-2026 14:22:08,034	2934.076	110.021500	130.503494	153.033524
23-04-2026 14:22:11,337	2937.379	110.182915	130.731995	153.232010
23-04-2026 14:22:14,640	2940.681	110.323097	130.893616	153.430801
23-04-2026 14:22:17,950	2943.992	110.495903	131.041962	153.563492
23-04-2026 14:22:21,154	2947.196	110.647423	131.244675	153.696426
23-04-2026 14:22:24,353	2950.394	110.853416	131.596939	153.962585
23-04-2026 14:22:27,658	2953.699	110.972916	131.732788	154.162689
23-04-2026 14:22:30,963	2957.004	111.081688	131.991348	154.246140
23-04-2026 14:22:34,270	2960.312	111.288750	131.964111	154.530365
23-04-2026 14:22:37,575	2963.616	111.496307	132.264236	154.949600
23-04-2026 14:22:40,878	2966.920	111.594772	132.496750	155.000000
23-04-2026 14:22:44,084	2970.126	111.835991	132.633804	155.302948
23-04-2026 14:22:47,290	2973.331	111.912888	132.853455	155.589783
23-04-2026 14:22:50,499	2976.540	112.110893	133.018478	155.877319
23-04-2026 14:22:53,803	2979.845	112.232140	133.183807	155.978958
23-04-2026 14:22:57,108	2983.150	112.408768	133.294144	156.386459
23-04-2026 14:23:00,413	2986.455	112.652237	133.556763	156.556656
23-04-2026 14:23:03,718	2989.760	112.774254	133.695251	156.761246
23-04-2026 14:23:06,922	2992.963	112.896393	133.847778	157.051666
23-04-2026 14:23:10,126	2996.167	113.074333	134.125732	157.325668
23-04-2026 14:23:13,329	2999.371	113.230377	134.251007	157.514404
23-04-2026 14:23:16,631	3002.673	113.565651	134.278900	157.686279
23-04-2026 14:23:19,941	3005.982	113.700134	134.613922	157.789474
23-04-2026 14:23:23,245	3009.287	113.834785	134.613937	157.910004
23-04-2026 14:23:26,551	3012.592	113.980911	134.795868	158.306992
23-04-2026 14:23:29,755	3015.796	114.172386	134.893967	158.410782
23-04-2026 14:23:32,956	3018.997	114.296455	135.160660	158.670609
23-04-2026 14:23:36,264	3022.305	114.545197	135.470383	158.687958
23-04-2026 14:23:39,567	3025.609	114.658455	135.597351	158.930984
23-04-2026 14:23:42,872	3028.913	114.896828	135.611481	158.983124
23-04-2026 14:23:46,177	3032.219	115.101631	135.682083	159.348831
23-04-2026 14:23:49,380	3035.421	115.215622	135.979218	159.418655
23-04-2026 14:23:52,583	3038.625	115.386871	136.177750	159.785660
23-04-2026 14:23:55,890	3041.931	115.524132	136.348236	159.768158
23-04-2026 14:23:59,193	3045.234	115.753342	136.675797	160.048508
23-04-2026 14:24:02,500	3048.542	115.902596	136.847092	160.118698
23-04-2026 14:24:05,807	3051.848	116.098198	136.975800	160.171387
23-04-2026 14:24:09,010	3055.051	116.201950	137.262268	160.646469
23-04-2026 14:24:12,217	3058.259	116.398193	137.391434	160.611206
23-04-2026 14:24:15,520	3061.561	116.560127	137.592712	160.964249
23-04-2026 14:24:18,826	3064.867	116.687576	137.722336	161.141129
23-04-2026 14:24:22,133	3068.175	116.919746	138.010880	161.460251
23-04-2026 14:24:25,436	3071.478	116.989517	138.140961	161.549042
23-04-2026 14:24:28,640	3074.682	117.222458	138.358185	161.726791
23-04-2026 14:24:31,845	3077.887	117.432625	138.648483	161.869202
23-04-2026 14:24:35,049	3081.090	117.514481	138.793945	162.386841
23-04-2026 14:24:38,252	3084.294	117.690140	139.041656	162.494202
23-04-2026 14:24:41,557	3087.599	117.889648	139.216934	162.745087
23-04-2026 14:24:44,858	3090.900	117.983681	139.436340	162.960571
23-04-2026 14:24:48,164	3094.206	118.172012	139.494919	163.230453
23-04-2026 14:24:51,469	3097.510	118.384399	139.788406	163.609299
23-04-2026 14:24:54,677	3100.718	118.549904	139.935455	163.555084
23-04-2026 14:24:57,979	3104.021	118.775009	140.141632	163.717758
23-04-2026 14:25:01,284	3107.325	118.869942	140.348206	164.061798
23-04-2026 14:25:04,591	3110.633	119.048225	140.747742	164.388718
23-04-2026 14:25:07,894	3113.936	119.143433	140.821930	164.698227
23-04-2026 14:25:11,096	3117.137	119.417763	140.970383	164.917175
23-04-2026 14:25:14,400	3120.442	119.644958	141.104172	165.173141
23-04-2026 14:25:17,707	3123.749	119.800774	141.282837	165.668228
23-04-2026 14:25:21,005	3127.046	119.944809	141.521530	165.723343
23-04-2026 14:25:24,310	3130.352	120.113136	141.700867	165.870499
23-04-2026 14:25:27,516	3133.557	120.269707	141.955490	166.036255
23-04-2026 14:25:30,720	3136.762	120.499046	142.000504	166.183762
23-04-2026 14:25:33,928	3139.969	120.607857	142.240753	166.257584
23-04-2026 14:25:37,232	3143.273	120.850166	142.481583	166.534836
23-04-2026 14:25:40,539	3146.580	120.947258	142.662506	166.553345
23-04-2026 14:25:43,842	3149.883	121.105209	143.070816	166.942566
23-04-2026 14:25:47,146	3153.187	121.251305	143.101120	167.221344
23-04-2026 14:25:50,352	3156.394	121.434196	143.176926	167.333038
23-04-2026 14:25:53,556	3159.598	121.629707	143.359070	167.426178
23-04-2026 14:25:56,856	3162.897	121.703140	143.419830	167.724731
23-04-2026 14:26:00,162	3166.203	121.972824	143.617599	168.005280
23-04-2026 14:26:03,471	3169.513	122.083366	143.846252	168.042725
23-04-2026 14:26:06,774	3172.815	122.218651	144.121262	168.211380
23-04-2026 14:26:09,978	3176.020	122.354141	144.320312	168.230148
23-04-2026 14:26:13,188	3179.229	122.563904	144.458298	168.624680
23-04-2026 14:26:16,489	3182.530	122.749382	144.688766	168.926102
23-04-2026 14:26:19,793	3185.834	122.823677	144.796448	169.020432
23-04-2026 14:26:23,099	3189.140	123.022064	145.259171	169.303879
23-04-2026 14:26:26,400	3192.441	123.158730	145.151047	169.758789
23-04-2026 14:26:29,607	3195.649	123.345390	145.429321	169.891754
23-04-2026 14:26:32,813	3198.855	123.532394	145.444855	170.101028
23-04-2026 14:26:36,118	3202.160	123.669762	145.677353	170.386902
23-04-2026 14:26:39,423	3205.464	123.932587	145.630798	170.539658
23-04-2026 14:26:42,725	3208.767	124.058014	145.832596	170.788254
23-04-2026 14:26:46,031	3212.072	124.347076	146.346558	170.941498
23-04-2026 14:26:49,236	3215.277	124.447792	146.299744	171.286926
23-04-2026 14:26:52,444	3218.485	124.611755	146.674927	171.267715
23-04-2026 14:26:55,743	3221.785	124.826569	146.784561	171.633362
23-04-2026 14:26:59,047	3225.089	124.864494	147.019897	171.633362
23-04-2026 14:27:02,359	3228.401	125.092560	147.004196	171.980667
23-04-2026 14:27:05,663	3231.704	125.232201	147.287247	172.193375
23-04-2026 14:27:08,868	3234.909	125.397491	147.492081	172.522873
23-04-2026 14:27:12,071	3238.113	125.626801	147.634140	172.639328
23-04-2026 14:27:15,377	3241.418	125.805550	147.823837	172.911545
23-04-2026 14:27:18,684	3244.726	125.946243	148.156570	173.028427
23-04-2026 14:27:21,992	3248.034	126.176857	148.220047	173.399109
23-04-2026 14:27:25,297	3251.338	126.330879	148.458435	173.164841
23-04-2026 14:27:28,500	3254.542	126.459480	148.840958	173.575043
23-04-2026 14:27:31,702	3257.744	126.562469	148.856918	173.731674
23-04-2026 14:27:34,910	3260.952	126.717117	149.016693	174.616196
23-04-2026 14:27:38,216	3264.258	126.910805	149.176727	174.853073
23-04-2026 14:27:41,520	3267.562	127.208527	149.577744	174.872833
23-04-2026 14:27:44,829	3270.870	127.299339	149.609894	175.288559
23-04-2026 14:27:48,131	3274.173	127.390221	149.819092	175.367889
23-04-2026 14:27:51,333	3277.375	127.715492	149.915741	175.705536
23-04-2026 14:27:54,536	3280.577	127.845901	150.190063	175.964401
23-04-2026 14:27:57,744	3283.786	128.081085	150.351761	176.163849
23-04-2026 14:28:01,048	3287.090	128.264359	150.529877	176.363586
23-04-2026 14:28:04,352	3290.394	128.566269	150.643402	176.663803
23-04-2026 14:28:07,662	3293.703	128.539963	150.968307	176.884399
23-04-2026 14:28:10,971	3297.012	128.816376	151.163696	176.864365
23-04-2026 14:28:14,174	3300.216	128.895447	151.375748	177.165741
23-04-2026 14:28:17,375	3303.417	129.080276	151.473785	177.427460
23-04-2026 14:28:20,682	3306.723	129.278687	151.850266	177.407288
23-04-2026 14:28:23,987	3310.029	129.504013	152.293808	177.588821
23-04-2026 14:28:27,292	3313.333	129.650101	152.162201	177.770508
23-04-2026 14:28:30,594	3316.635	129.756470	152.557465	177.851334
23-04-2026 14:28:33,798	3319.839	130.009583	152.689499	178.276642
23-04-2026 14:28:37,003	3323.045	130.143082	152.838257	178.256409
23-04-2026 14:28:40,308	3326.350	130.276718	152.970612	178.520325
23-04-2026 14:28:43,617	3329.658	130.370377	153.235855	178.642319
23-04-2026 14:28:46,921	3332.962	130.544571	153.518311	178.988556
23-04-2026 14:28:50,223	3336.265	130.598221	153.684784	178.988556
23-04-2026 14:28:53,424	3339.465	130.813141	153.818146	179.315277
23-04-2026 14:28:56,631	3342.673	130.840012	154.085281	179.294846
23-04-2026 14:28:59,933	3345.974	130.988068	154.269348	179.356186
23-04-2026 14:29:03,244	3349.285	131.136353	154.403381	179.642807
23-04-2026 14:29:06,547	3352.589	131.284866	154.571152	179.519867
23-04-2026 14:29:09,850	3355.891	131.338928	154.403381	179.294846
23-04-2026 14:29:13,056	3359.098	131.271332	154.235886	178.947754
23-04-2026 14:29:16,261	3362.303	131.379486	154.353104	179.172256
23-04-2026 14:29:19,467	3365.509	131.365952	154.118759	178.642303
23-04-2026 14:29:22,772	3368.813	131.298355	154.051865	178.439072
23-04-2026 14:29:26,076	3372.118	131.325424	154.035172	178.317245
23-04-2026 14:29:29,385	3375.427	131.325409	154.001740	177.730118
23-04-2026 14:29:32,690	3378.731	131.311859	154.018433	177.608978
23-04-2026 14:29:35,890	3381.932	131.325409	153.751434	177.367004
23-04-2026 14:29:39,093	3385.135	131.271332	154.018448	176.884399
23-04-2026 14:29:42,303	3388.345	131.433563	153.901535	176.583710
23-04-2026 14:29:45,609	3391.650	131.379471	154.051849	176.463562
23-04-2026 14:29:48,912	3394.954	131.420059	154.001740	176.343613
23-04-2026 14:29:52,220	3398.262	131.379486	153.884872	176.203796
23-04-2026 14:29:55,527	3401.569	131.203827	153.951645	176.103973
23-04-2026 14:29:58,729	3404.771	131.352402	153.851471	175.805038
23-04-2026 14:30:01,928	3407.970	131.338928	153.918274	175.487000
23-04-2026 14:30:05,138	3411.180	131.244324	153.768082	175.348053
23-04-2026 14:30:08,446	3414.488	131.298355	153.901535	175.031036
23-04-2026 14:30:11,750	3417.792	131.271332	153.718109	175.050842
23-04-2026 14:30:15,056	3421.098	131.136353	153.634811	174.774094
23-04-2026 14:30:18,365	3424.407	131.149841	153.634827	174.616211
23-04-2026 14:30:21,567	3427.609	131.176834	153.584854	174.419128
23-04-2026 14:30:24,772	3430.814	131.163315	153.684784	174.517609
23-04-2026 14:30:28,076	3434.118	131.203812	153.568207	174.300995
23-04-2026 14:30:31,382	3437.424	131.149841	153.701431	173.908112
23-04-2026 14:30:34,688	3440.730	131.163315	153.768082	173.731705
23-04-2026 14:30:37,991	3444.033	131.325424	153.568207	173.672913
23-04-2026 14:30:41,193	3447.235	131.203827	153.801483	173.672913
23-04-2026 14:30:44,396	3450.438	131.311859	153.868210	173.242859
23-04-2026 14:30:47,720	3453.762	131.271332	153.801468	173.418655
23-04-2026 14:30:51,009	3457.051	131.338913	153.601486	173.281891
23-04-2026 14:30:54,317	3460.358	131.298355	153.584854	173.203857
23-04-2026 14:30:57,622	3463.663	131.379486	153.851471	173.028427
23-04-2026 14:31:00,821	3466.863	131.352417	153.618134	173.028427
23-04-2026 14:31:04,028	3470.069	131.379486	153.584854	172.717072
23-04-2026 14:31:07,334	3473.376	131.474182	153.584854	172.600479
23-04-2026 14:31:10,638	3476.680	131.528320	153.668121	172.639343
23-04-2026 14:31:13,944	3479.985	131.541840	153.701431	172.581070
23-04-2026 14:31:17,117	3483.158	131.460648	153.651489	172.600479
23-04-2026 14:31:19,950	3485.992	131.311859	153.584854	172.367737
23-04-2026 14:31:22,958	3489.000	131.433578	153.701431	172.484085
23-04-2026 14:31:26,267	3492.308	131.365967	153.634827	172.212784
23-04-2026 14:31:29,569	3495.611	131.298340	153.618134	171.922729
23-04-2026 14:31:32,774	3498.816	131.284866	153.668121	171.884094
23-04-2026 14:31:35,984	3502.025	131.311859	153.401917	171.845474
23-04-2026 14:31:39,289	3505.331	131.338928	153.551575	171.768295
23-04-2026 14:31:42,596	3508.637	131.365967	153.435135	171.749039
23-04-2026 14:31:45,900	3511.941	131.338913	153.568207	171.383072
23-04-2026 14:31:49,200	3515.241	131.528336	153.385300	171.306198
23-04-2026 14:31:52,403	3518.445	131.487717	153.352081	171.286942
23-04-2026 14:31:55,608	3521.650	131.365967	153.318817	171.171692
23-04-2026 14:31:58,787	3524.829	131.379486	153.435135	171.383072
23-04-2026 14:32:01,621	3527.663	131.447113	153.335434	171.152466
23-04-2026 14:32:04,628	3530.669	131.487717	153.169479	171.267731
23-04-2026 14:32:07,833	3533.874	131.379486	153.219193	171.133316
23-04-2026 14:32:11,137	3537.179	131.596054	153.318817	170.903198
23-04-2026 14:32:14,444	3540.486	131.636749	153.285645	170.769135
23-04-2026 14:32:17,749	3543.790	131.690964	153.070007	170.807388
23-04-2026 14:32:21,050	3547.091	131.718094	153.020309	170.635223
23-04-2026 14:32:24,254	3550.295	131.690979	153.003769	170.597015
23-04-2026 14:32:27,562	3553.604	131.636734	153.219193	170.654327
23-04-2026 14:32:30,866	3556.907	131.582520	153.169479	170.425079
23-04-2026 14:32:34,169	3560.210	131.541870	153.036880	170.253418
23-04-2026 14:32:37,494	3563.535	131.623169	153.186081	170.348770
23-04-2026 14:32:40,679	3566.720	131.514801	153.202621	170.367828
23-04-2026 14:32:43,884	3569.925	131.501236	153.119720	170.348770
23-04-2026 14:32:47,097	3573.138	131.541855	153.103149	170.329666
23-04-2026 14:32:50,271	3576.313	131.555435	153.036880	170.253418
23-04-2026 14:32:53,107	3579.148	131.623169	152.987167	170.234375
23-04-2026 14:32:56,119	3582.161	131.609604	152.954071	169.967804
23-04-2026 14:32:59,320	3585.362	131.718094	152.954071	169.948792
23-04-2026 14:33:02,522	3588.563	131.541870	153.020309	169.910782
23-04-2026 14:33:05,833	3591.875	131.420059	153.086563	169.948792
23-04-2026 14:33:09,139	3595.181	131.487717	153.119751	169.891754
23-04-2026 14:33:12,443	3598.484	131.555420	153.020294	170.024887
23-04-2026 14:33:15,748	3601.789	131.582520	152.887894	169.872757
